year,crop,crop_raw,unit,date,quantity,donated
2022,Summer Squash,Summer Squash,#,2022-09-28,5.0,False
2022,Summer Squash,Summer Squash,#,2022-09-29,4.0,False
2022,Summer Squash,Summer Squash,#,2022-10-06,9.0,False
2022,Summer Squash,Summer Squash,#,2022-10-13,5.0,False
2022,Summer Squash,Summer Squash,#,2022-10-20,2.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-06-23,3.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-06-30,5.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-07-07,4.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-07-14,18.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-07-28,2.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-08-11,15.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-08-18,11.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-08-25,5.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-09-01,5.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-09-08,6.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-09-15,10.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-09-28,3.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-09-29,4.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-10-06,7.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-10-20,6.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-10-27,5.0,False
2022,Swiss Chard,Swiss Chard,bunch,2022-11-03,16.0,False
2022,Tatsoi,Tatsoi,bunch,2022-09-08,12.0,True
2022,Tatsoi,Tatsoi,bunch,2022-09-15,34.0,True
2022,Tatsoi,Tatsoi,bunch,2022-09-28,8.0,True
2022,Tatsoi,Tatsoi,bunch,2022-09-29,4.0,True
2022,Tatsoi,Tatsoi,bunch,2022-10-06,3.0,True
2022,Tatsoi,Tatsoi,bunch,2022-10-27,4.0,True
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-07-21,2.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-07-28,33.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-08-04,64.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-08-11,86.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-08-18,90.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-08-25,151.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-09-01,47.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-09-08,10.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-09-15,8.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-09-28,33.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-09-29,30.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-10-06,6.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-10-13,45.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-10-20,22.0,False
2022,"Tomatoes, slicer","Tomatoes, slicer",#,2022-11-03,10.0,False
2022,"Tomatoes, salad","Tomatoes, salad",lb,2022-08-18,62.0,False
2022,"Tomatoes, salad","Tomatoes, salad",lb,2022-08-25,23.5,False
2022,"Tomatoes, salad","Tomatoes, salad",lb,2022-09-29,5.0,False
2022,"Tomatoes, salad","Tomatoes, salad",lb,2022-10-06,4.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-08-04,8.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-08-11,44.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-08-18,5.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-08-25,23.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-09-01,13.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-09-08,4.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-09-15,18.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-09-28,3.5,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-09-29,6.5,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-10-06,3.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-10-13,12.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-10-20,5.0,False
2022,"Tomatoes, cherry","Tomatoes, cherry",pint,2022-11-03,1.0,False
2022,Turnips,Turnips,bunch,2022-11-03,3.0,True
2022,Winter Squash,Winter Squash,#,2022-09-28,3.0,True
2022,Winter Squash,Winter Squash,#,2022-10-20,5.0,True
2022,Zucchini,Zucchini,#,2022-07-04,6.0,False
2022,Zucchini,Zucchini,#,2022-07-07,9.0,False
2022,Zucchini,Zucchini,#,2022-07-11,1.0,False
2022,Zucchini,Zucchini,#,2022-07-14,4.0,False
2022,Zucchini,Zucchini,#,2022-07-21,11.0,False
2022,Zucchini,Zucchini,#,2022-07-28,14.0,False
2022,Zucchini,Zucchini,#,2022-08-04,19.0,False
2022,Zucchini,Zucchini,#,2022-08-11,27.0,False
2022,Zucchini,Zucchini,#,2022-08-18,12.0,False
2022,Zucchini,Zucchini,#,2022-08-25,30.0,False
2022,Zucchini,Zucchini,#,2022-09-01,10.0,False
2022,Zucchini,Zucchini,#,2022-09-08,8.0,False
2022,Zucchini,Zucchini,#,2022-09-15,6.0,False
2022,Zucchini,Zucchini,#,2022-09-28,3.0,False
2022,Zucchini,Zucchini,#,2022-09-29,2.0,False
2022,Zucchini,Zucchini,#,2022-10-13,4.0,False
2022,Zucchini,Zucchini,#,2022-10-20,2.0,False
